Product ID,Product Name,Brand,Price (€),Category,Image URL
76681289,GROHE Euphoria xxl Regendoucheset Opbouw - hoofddouche 31cm - handdouche rond - supersteel,Grohe,866.1,Douche,https://static.rorix.nl/image/product/overig/400x400/938ab68e091c78752895fbf0a92f3e65.jpg/grohe-euphoria-xxl-regendoucheset-opbouw-hoofddouche-31cm-handdouche-rond-supersteel-sw73269.jpg
77416411,Hansgrohe Vernis Blend showerpipe met thermostaat ecosmart mat zwart,Grohe,431.77,Douche,https://static.rorix.nl/image/product/overig/400x400/de43c9f3897a10080de8a6432eccb482.jpg/hansgrohe-vernis-blend-showerpipe-met-thermostaat-ecosmart-mat-zwart-sw647136.jpg
76906605,GROHE Grohterm SmartControl Regendoucheset Inbouw - inbouwboxen - hoofddouche vierkant - staafhanddouche - chroom,Grohe,899.0,Douche,https://static.rorix.nl/image/product/overig/400x400/287e1753dc9dc255c95c6d277659c7db.jpg/grohe-grohterm-smartcontrol-regendoucheset-inbouw-inbouwboxen-hoofddouche-vierkant-staafhanddouche-chroom-sw108048.jpg
76680801,Hansgrohe Crometta s 240 1jet showerpipe met thermostaat chroom,Grohe,371.27,Douche,https://static.rorix.nl/image/product/overig/400x400/c926fc195f636e5ff3537c6844cac8af.jpg/hansgrohe-crometta-s-240-1jet-showerpipe-met-thermostaat-chroom-sw73210.jpg
77061896,Fortifura Outdoor Deluxe Vrijstaande Buitendouche - Geborsteld RVS PVD (RVS) 316 - handdouche - regendouche - Geborsteld RVS PVD (RVS),Fortifura,819.99,Douche,https://static.rorix.nl/image/product/overig/400x400/d4611db1ebed6008cdc0e736d88c320d.jpg/fortifura-outdoor-deluxe-vrijstaande-buitendouche-geborsteld-rvs-pvd-rvs-316-handdouche-regendouche-geborsteld-rvs-pvd-rvs--sw278130.jpg
77079259,Nemo Start Combi I douchebad 180x80x44cm 275L met potenstel wit acryl,Unknown,296.99,Douche,https://static.rorix.nl/image/product/van-marcke/400x400/b9a1e441cebcd755e167a0ea37973700.jpg/nemo-start-combi-i-douchebad-180x80x44cm-275l-met-potenstel-wit-acryl-sw294780.jpg
77079155,Nemo Start Combi II douchebad 170x75x44cm 210L met potenstel wit acryl,Unknown,319.99,Douche,https://static.rorix.nl/image/product/van-marcke/400x400/3dec732923d71fdefebda8bb4b265a20.jpg/nemo-start-combi-ii-douchebad-170x75x44cm-210l-met-potenstel-wit-acryl-sw294677.jpg
76899435,Xenz Dominica Douchebad - 170x75x47 - afvoer uiteinde - acryl - wit,Unknown,,Douche,https://static.rorix.nl/image/product/overig/400x400/be70e3fd57168a86f48f693dab33948a.jpg/xenz-dominica-douchebad-170x75x47-afvoer-uiteinde-acryl-wit-sw102888.jpg
76899552,Xenz Curaçao Douchebad - 175x80x47 - afvoer uiteinde - acryl - wit,Unknown,,Douche,https://static.rorix.nl/image/product/overig/400x400/3ca96b5b88ea8c68df4b0d1cfd8d1a12.jpg/xenz-curacao-douchebad-175x80x47-afvoer-uiteinde-acryl-wit-sw103005.jpg
77491792,Royal plaza Juglans Douche WC Randloos met fohn en ladydouche Glans Wit,Unknown,1540.0,Douche,https://static.rorix.nl/image/product/overig/400x400/b64855172a226cf00fe72e91666378e5.jpg/royal-plaza-juglans-douche-wc-randloos-met-fohn-en-ladydouche-glans-wit-sw717827.jpg
78013564,Clou Clever douche-WC met turbo flush 57cm met toiletzitting,Unknown,1596.0,Douche,https://static.rorix.nl/image/product/clou/400x400/c024069054de66c6ad1eebcef6df1b5e.jpg/clou-clever-douche-wc-met-turbo-flush-57cm-met-toiletzitting-sw1242493.jpg
77804806,Geberit AquaClean Alba douchewc - 37.5x56.5x40.5cm - spoelrandloos - diepspoel - afstandsbediening - KeraTect - glans wit,Geberit,799.0,Douche,https://static.rorix.nl/image/product/galvano/400x400/D130001001582395.jpg/geberit-aquaclean-alba-douchewc-37.5x56.5x40.5cm-spoelrandloos-diepspoel-afstandsbediening-keratect-glans-wit-sw1026642.jpg
77056121,GROHE Sensia Arena Douche WC compleet diepspoel spoelrandloos met zitting wit,Grohe,1860.0,Douche,https://static.rorix.nl/image/product/overig/400x400/19104aea27aacf8e9d63a0cbb42e71b5.jpg/grohe-sensia-arena-douche-wc-compleet-diepspoel-spoelrandloos-met-zitting-wit-sw241588.jpg
76101890,Geberit AquaClean Mera Comfort Douche WC - geurafzuiging - warme luchtdroging - ladydouche - softclose - glans wit,Geberit,3969.0,Douche,https://static.rorix.nl/image/product/overig/400x400/5fd14af98270c50e81a3f122fa40c0d3.jpg/geberit-aquaclean-mera-comfort-douche-wc-geurafzuiging-warme-luchtdroging-ladydouche-softclose-glans-wit-ga13668.jpg
77908364,Grohe Sensia QuickFix Douche WC - wandmodel - spoelrandloos - glans wit,Grohe,1199.0,Douche,https://static.rorix.nl/image/product/overig/400x400/4844753922f7936fbd59a0078c577ae7.jpg/grohe-sensia-quickfix-douche-wc-wandmodel-spoelrandloos-glans-wit-sw1129622.jpg
77794717,GROHE Sensia Arena Douche WC set - inbouwreservoir geintegreerde netspanning- en douchewc aansluiting - diepspoel - spoelrandloos - met zitting - glans wit,Grohe,2093.0,Douche,https://static.rorix.nl/image/product/overig/400x400/ce704c4a208c9a345e722e3ac3009526.jpg/grohe-sensia-arena-douche-wc-set-inbouwreservoir-geintegreerde-netspanning-en-douchewc-aansluiting-diepspoel-spoelrandloos-met-zitting-glans-wit-sw1017086.jpg
77179885,Duravit SensoWash Starck F Lite douchewc - 37.8x57.5cm - spoelrandloos - met closetzitting - glans wit,Duravit,2810.0,Douche,https://static.rorix.nl/image/product/overig/400x400/83775c520f9872eeef29cd3052f91c9e.jpg/duravit-sensowash-starck-f-lite-douchewc-37.8x57.5cm-spoelrandloos-met-closetzitting-glans-wit-sw420600.jpg
76880185,Geberit AquaClean Tuma Comfort Douchewc - spoelrandloos- wand - glans wit,Geberit,2229.33,Douche,https://static.rorix.nl/image/product/overig/400x400/bc2022e1c81b04fd28a6aefc72774ba4.jpg/geberit-aquaclean-tuma-comfort-douchewc-spoelrandloos-wand-glans-wit-sw87551.jpg
76880183,Geberit AquaClean Mera Classic Douche WC - geurafzuiging - warme luchtdroging - ladydouche - softclose - glans wit,Geberit,3328.0,Douche,https://static.rorix.nl/image/product/overig/400x400/fd8beef5790e0b8f80c33fb642032ab9.jpg/geberit-aquaclean-mera-classic-douche-wc-geurafzuiging-warme-luchtdroging-ladydouche-softclose-glans-wit-sw87549.jpg
77059476,Geberit Aquaclean Sela Douche Wc - 37.5x56.5cm - softclose - keratect - alpine wit,Geberit,2249.0,Douche,https://static.rorix.nl/image/product/overig/400x400/8c5dc2250704a6d225ecb7f6082f996f.jpg/geberit-aquaclean-sela-douche-wc-37.5x56.5cm-softclose-keratect-alpine-wit-sw258981.jpg
77738284,Duravit SensoWash D-Neo douchewc compact rimless diepspoel 37.8x57.7cm met closetzitting wit,Duravit,1390.0,Douche,https://static.rorix.nl/image/product/galvano/400x400/D130001001579245.jpg/duravit-sensowash-d-neo-douchewc-compact-rimless-diepspoel-37.8x57.7cm-met-closetzitting-wit-sw962033.jpg
78019590,QeramiQ Luma Douche WC - Randloos - fohn - ladydouche - Glans Wit,Unknown,919.99,Douche,https://static.rorix.nl/image/product/overig/400x400/43b595413adbfd592c1bacbd8fbdc307.jpg/qeramiq-luma-douche-wc-randloos-fohn-ladydouche-glans-wit-sw1247816.jpg
77700412,Villeroy & Boch Viclean I200 Douche WC - spoelrandloos - directflush - CeramicPlus - glans alpin wit,Villeroy & Boch,3104.95,Douche,https://static.rorix.nl/image/product/galvano/400x400/D130001001560386.jpg/villeroy-boch-viclean-i200-douche-wc-spoelrandloos-directflush-ceramicplus-glans-alpin-wit-sw925801.jpg
77180206,Duravit SensoWash Starck F Plus douchewc - 37.8x57.5cm - spoelrandloos - met closetzitting - Automatisch openen/sluiten van deksel - glans wit,Duravit,3450.48,Douche,https://static.rorix.nl/image/product/overig/400x400/83775c520f9872eeef29cd3052f91c9e.jpg/duravit-sensowash-starck-f-plus-douchewc-37.8x57.5cm-spoelrandloos-met-closetzitting-automatisch-openen-sluiten-van-deksel-glans-wit-sw420922.jpg
77580569,Geberit AquaClean Mera Comfort Douche WC - geurafzuiging - warme luchtdroging - ladydouche - softclose - wandbediening glans wit,Geberit,4296.0,Douche,https://static.rorix.nl/image/product/overig/400x400/5b8724a5e5f71ba1d64068bb559b27b5.jpg/geberit-aquaclean-mera-comfort-douche-wc-geurafzuiging-warme-luchtdroging-ladydouche-softclose-wandbediening-glans-wit-sw809493.jpg
76904507,Villeroy & Boch Viclean I100 Douche WC - spoelrandloos - directflush - CeramicPlus - glans alpin wit,Villeroy & Boch,2357.95,Douche,https://static.rorix.nl/image/product/overig/400x400/acefbf07dde28485ad7c2f29ebac003a.jpg/villeroy-boch-viclean-i100-douche-wc-spoelrandloos-directflush-ceramicplus-glans-alpin-wit-sw106589.jpg
77089455,Xellanz Paris bad/douche 170x90 h 220 cm veiligheidsglas 5 mm,Unknown,2023.0,Douche,https://static.rorix.nl/image/product/overig/400x400/ff63976994b441e6d68948c3d57a1245.jpg/xellanz-paris-bad-douche-170x90-h-220-cm-veiligheidsglas-5-mm-sw333864.jpg
53079,Villeroy & Boch O.novo/omnia pro uitstortgootsteen met stootrand zonder emmerrooster wit,Villeroy & Boch,215.0,Wastafels,https://static.rorix.nl/image/product/overig/400x400/2e4c08ce2d7caeb3054da18324f15fe3.jpg/villeroy-boch-o.novo-omnia-pro-uitstortgootsteen-met-stootrand-zonder-emmerrooster-wit-0140415.jpg
76835328,Ideavit Solidthin opbouw wastafel 39x39x14.5cm rond 0 kraangaten 1 wasbak Solid surface wit,Unknown,340.0,Wastafels,https://static.rorix.nl/image/product/overig/400x400/c9265b316f3a80ef3cdd871c2b658451.jpg/ideavit-solidthin-opbouw-wastafel-39x39x14.5cm-rond-0-kraangaten-1-wasbak-solid-surface-wit-sw85902.jpg
77069896,Differnz Hura fonteinset - 37.5x18.5x9cm - Rechthoek - 1 kraangat - Zwart mat rechte kraan - Keramiek Wit,Unknown,141.99,Wastafels,https://static.rorix.nl/image/product/overig/400x400/7ceae8a8ec97aedfcfd75921daead60a.jpg/differnz-hura-fonteinset-37.5x18.5x9cm-rechthoek-1-kraangat-zwart-mat-rechte-kraan-keramiek-wit-sw285500.jpg
77176503,Geberit 300 Basic Norma uitstortgootsteen met stootrand 35x45x35cm met gaten voor emmerrooster wit,Geberit,179.45,Wastafels,https://static.rorix.nl/image/product/overig/400x400/7bcdd500dd102e9ed5417b09b765eb65.jpg/geberit-300-basic-norma-uitstortgootsteen-met-stootrand-35x45x35cm-met-gaten-voor-emmerrooster-wit-sw417651.jpg
77020174,Differnz Helios fonteinset - 37.5x18.5x9.5cm - Rechthoek - 1 kraangat links - Recht chromen kraan - Keramiek Wit,Unknown,114.99,Wastafels,https://static.rorix.nl/image/product/overig/400x400/5b69a00eafbc5.jpg/differnz-helios-fonteinset-37.5x18.5x9.5cm-rechthoek-1-kraangat-links-recht-chromen-kraan-keramiek-wit-sw209752.jpg
