name,url,price,category,subcategory,description,image_count,downloaded_images,scraped_at
Villeroy &amp; Boch Loop &amp; friends half vrijstaand bad - 180x80cm - hoek links - Acryl Wit Alpin glans,https://www.sawiday.be/nl-be/p/77539334/villeroy-boch-loop-friends-half-vrijstaand-bad-180x80cm-links-wit-alpin,e639,sub corner baths,unknown,,6,6,2026-02-13T11:57:04.528407
Villeroy &amp; Boch Loop &amp; friends half vrijstaand bad - 180x80cm - hoek rechts - Acryl Wit Alpin glans,https://www.sawiday.be/nl-be/p/77539345/villeroy-boch-loop-friends-half-vrijstaand-bad-180x80cm-rechts-wit-alpin,e639,sub corner baths,unknown,,10,10,2026-02-13T11:57:08.652833
