product_id,name,brand,price_eur,category,width_cm,depth_cm,material,color,image_count,image_urls,product_url
78214578,Saniclass Vita Badkamermeubelset - 80x60x46cm - 2 lades - greeploos - 1 wasbak - zonder kraangaten - overloop - keramiek - rustiek eiken,Saniclass,809.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/34b809e0a23911795ce6b80893d2661f.jpg/saniclass-vita-badkamermeubelset-80x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-rustiek-eiken-sw1439471.jpg; https://static.rorix.nl/image/product/overig/400x400/abfb44c1358f5c4fac6ae12bde79a665.jpg/saniclass-vita-badkamermeubelset-80x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-rustiek-eiken-sw1439471.jpg; https://static.rorix.nl/image/product/overig/400x400/e2bc6608e7f3462b0ea535e261593f93.jpg/saniclass-vita-badkamermeubelset-80x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-rustiek-eiken-sw1439471.jpg,https://www.sawiday.be/nl-be/p/78214578/saniclass-vita-badkamermeubelset-80x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-rustiek-eiken
77561993,Saniclass Chaci Badkamermeubelset - 60x46x55cm - keramische wastafel wit - 1 wasbak - 1 kraangat - 2 lades - eiken,Saniclass,399.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/2283810948954dbea244901ae12ef789.jpg/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-eiken-sw791719.jpg; https://static.rorix.nl/image/product/overig/400x400/9d06d6610641ea232a09c82449c1d939.jpg/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-eiken-sw791719.jpg; https://static.rorix.nl/image/product/overig/400x400/d2372b8b90264a7ed4ceb5b39cc92b9c.jpg/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-eiken-sw791719.jpg,https://www.sawiday.be/nl-be/p/77561993/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-eiken
77599675,Saniclass Chaci Badkamermeubelset - 80x46x55cm - keramische wastafel wit - 1 wasbak - 1 kraangat - 2 lades - spiegelkast - eiken,Saniclass,824.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/ce01880b1f4736f7237b9a71221a6662.jpg/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-spiegelkast-eiken-sw826909.jpg; https://static.rorix.nl/image/product/overig/400x400/375e2cf60a1e093f0f8119114d302f7a.jpg/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-spiegelkast-eiken-sw826909.jpg; https://static.rorix.nl/image/product/overig/400x400/f82279530d8f563676eb9992a66b9b7d.jpg/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-spiegelkast-eiken-sw826909.jpg,https://www.sawiday.be/nl-be/p/77599675/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-wasbak-1-kraangat-2-lades-spiegelkast-eiken
77499406,Saniclass Chaci Badkamermeubelset - 80x45x55cm - keramische wastafel wit - 1 ovale wasbak - 1 kraangat - 2 lades - rechthoekige spiegel - mat wit,Saniclass,534.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/e93f46dff058b38decf873f04b4c9a76.jpg/saniclass-chaci-badkamermeubelset-80x45x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-rechthoekige-spiegel-mat-wit-sw724531.jpg; https://static.rorix.nl/image/product/overig/400x400/375e2cf60a1e093f0f8119114d302f7a.jpg/saniclass-chaci-badkamermeubelset-80x45x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-rechthoekige-spiegel-mat-wit-sw724531.jpg; https://static.rorix.nl/image/product/overig/400x400/f82279530d8f563676eb9992a66b9b7d.jpg/saniclass-chaci-badkamermeubelset-80x45x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-rechthoekige-spiegel-mat-wit-sw724531.jpg,https://www.sawiday.be/nl-be/p/77499406/saniclass-chaci-badkamermeubelset-80x45x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-rechthoekige-spiegel-mat-wit
78214597,Saniclass Vita Badkamermeubelset - 100x60x46cm - 2 lades - greeploos - 1 wasbak - zonder kraangaten - overloop - keramiek - noten,Saniclass,909.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/7b8851e42bd1f884088d584dbc682482.jpg/saniclass-vita-badkamermeubelset-100x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-noten-sw1439477.jpg; https://static.rorix.nl/image/product/overig/400x400/cf51a75ec566624792e7b630c454f083.jpg/saniclass-vita-badkamermeubelset-100x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-noten-sw1439477.jpg; https://static.rorix.nl/image/product/overig/400x400/de0ebf19d0c1e7ab230c4ae1c4c0ef0f.jpg/saniclass-vita-badkamermeubelset-100x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-noten-sw1439477.jpg,https://www.sawiday.be/nl-be/p/78214597/saniclass-vita-badkamermeubelset-100x60x46cm-2-lades-greeploos-1-wasbak-zonder-kraangaten-overloop-keramiek-noten
77496035,Saniclass Chaci Badkamermeubelset - 80x46x55cm - keramische wastafel wit - 1 ovale wasbak - 1 kraangat - 2 lades - eiken,Saniclass,449.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/3889fd026d11d3ee4988bf5e78c1e206.jpg/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken-sw721296.jpg; https://static.rorix.nl/image/product/overig/400x400/049d50f953197ab2db89be1c9aef9b5a.jpg/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken-sw721296.jpg; https://static.rorix.nl/image/product/overig/400x400/7b3710d63b2aa40e8a388a3d51990329.jpg/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken-sw721296.jpg,https://www.sawiday.be/nl-be/p/77496035/saniclass-chaci-badkamermeubelset-80x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken
77496019,Saniclass Chaci Badkamermeubelset - 60x46x55cm - keramische wastafel wit - 1 ovale wasbak - 1 kraangat - 2 lades - eiken,Saniclass,399.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/64380019fc37dee870c9cd4102918e31.jpg/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken-sw721283.jpg; https://static.rorix.nl/image/product/overig/400x400/85738c0d9b6a9f64d4fef3243c2c97f1.jpg/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken-sw721283.jpg; https://static.rorix.nl/image/product/overig/400x400/049d50f953197ab2db89be1c9aef9b5a.jpg/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken-sw721283.jpg,https://www.sawiday.be/nl-be/p/77496019/saniclass-chaci-badkamermeubelset-60x46x55cm-keramische-wastafel-wit-1-ovale-wasbak-1-kraangat-2-lades-eiken
77993816,Saniclass Chacito Badkamermeubelset - 80x40x55cm - ondiep - 2 lades - greeploos - wastafel glans wit - 1 kraangat - mat cotton (beige),Saniclass,651.99,badkamer-meubelsets,,,,,4,https://static.rorix.nl/image/product/overig/400x400/94c33c08fea8b08bf16550a2029545b4.jpg/saniclass-chacito-badkamermeubelset-80x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-mat-cotton-beige--sw1225244.jpg; https://static.rorix.nl/image/product/overig/400x400/c21101dfe350d0d2b0291fa6ce52b7c6.jpg/saniclass-chacito-badkamermeubelset-80x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-mat-cotton-beige--sw1225244.jpg; https://static.rorix.nl/image/product/overig/400x400/be2a80408ab90b2f0857ca80e13ecef3.jpg/saniclass-chacito-badkamermeubelset-80x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-mat-cotton-beige--sw1225244.jpg,https://www.sawiday.be/nl-be/p/77993816/saniclass-chacito-badkamermeubelset-80x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-mat-cotton-beige
77580295,Saniclass Chaci Badkamermeubelset - 120x46x55cm - keramische wastafel wit - 2 wasbakken - 2 kraangaten - 2 lades - eiken,Saniclass,549.99,badkamer-meubelsets,,,,,5,https://static.rorix.nl/image/product/overig/400x400/8e3938579a9a88bc1d044ca317d2ccaf.jpg/saniclass-chaci-badkamermeubelset-120x46x55cm-keramische-wastafel-wit-2-wasbakken-2-kraangaten-2-lades-eiken-sw809387.jpg; https://static.rorix.nl/image/product/overig/400x400/0d65531015745010c9ec035db8067b57.jpg/saniclass-chaci-badkamermeubelset-120x46x55cm-keramische-wastafel-wit-2-wasbakken-2-kraangaten-2-lades-eiken-sw809387.jpg; https://static.rorix.nl/image/product/overig/400x400/d01a329a644b75e4910cb6cd840e377c.jpg/saniclass-chaci-badkamermeubelset-120x46x55cm-keramische-wastafel-wit-2-wasbakken-2-kraangaten-2-lades-eiken-sw809387.jpg,https://www.sawiday.be/nl-be/p/77580295/saniclass-chaci-badkamermeubelset-120x46x55cm-keramische-wastafel-wit-2-wasbakken-2-kraangaten-2-lades-eiken
78216218,Saniclass Chacito Badkamermeubelset - 60x40x55cm - ondiep - 2 lades - greeploos - wastafel glans wit - 1 kraangat - noten,Saniclass,533.99,badkamer-meubelsets,,,,,4,https://static.rorix.nl/image/product/overig/400x400/848e79b001d7e7a5ac4a8f8e39163cef.jpg/saniclass-chacito-badkamermeubelset-60x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-noten-sw1441038.jpg; https://static.rorix.nl/image/product/overig/400x400/cb307fef9f04768d8cfe7b1f704612d2.jpg/saniclass-chacito-badkamermeubelset-60x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-noten-sw1441038.jpg; https://static.rorix.nl/image/product/overig/400x400/ccf16b38881c056e083f37483e90f97e.jpg/saniclass-chacito-badkamermeubelset-60x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-noten-sw1441038.jpg,https://www.sawiday.be/nl-be/p/78216218/saniclass-chacito-badkamermeubelset-60x40x55cm-ondiep-2-lades-greeploos-wastafel-glans-wit-1-kraangat-noten
