name_raw,brand,price,slug,image_url,category,name_clean,image_score,selected,old_category,confidence,reasons
Creavit Lara WC- zitting - duroplast - inox scharnieren - softclose - wit,Unknown,72.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/84c0fbec5e6c42d2388db20900cd2fbb.jpg/creavit-lara-wc-zitting-duroplast-inox-scharnieren-softclose-wit-sw1183121.jpg,Toilet,"Creavit Lara WC- zitting – wit, inox",9,True,Toilet,0,Uncategorized - defaulted to toilet
Creavit Lara WC-zitting - duroplast - inox scharnieren - softclose - mat zwart,Unknown,140.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/70106a60485d9c2a610a00a7aea8bc25.jpg/creavit-lara-wc-zitting-duroplast-inox-scharnieren-softclose-mat-zwart-sw1183124.jpg,Toilet,"Creavit Lara WC-zitting – mat zwart, zwart",9,True,Toilet,0,Uncategorized - defaulted to toilet
Creavit Selin Staande Toilet - onderpot - zonder bidet sproeier - muur/onderuitgang - wit,Unknown,184.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/3acb784e7f5d1e4af37cd9b605ec4daa.jpg/creavit-selin-staande-toilet-onderpot-zonder-bidet-sproeier-muur-onderuitgang-wit-sw1183115.jpg,Toilet,Creavit Selin Staande Toilet – wit,9,True,Toilet,100.0,Keyword match: 'toilet'; Keyword match: 'bidet'
Creavit Wc-Zitting - duroplast - softclose - quick release - Inox Scharnieren - Mat Antraciet,Unknown,137.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/d53c0b1aab14371ba119e4fbe83d508a.jpg/creavit-wc-zitting-duroplast-softclose-quick-release-inox-scharnieren-mat-antraciet-sw1152713.jpg,Toilet,"Creavit Wc-Zitting – antraciet, inox",9,True,Toilet,0,Uncategorized - defaulted to toilet
Creavit Wc-Zitting - duroplast - softclose - quick release - Inox Scharnieren - Koel Grijs,Unknown,150.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/ba6e93d6c6868acd1f73546e99909186.jpg/creavit-wc-zitting-duroplast-softclose-quick-release-inox-scharnieren-koel-grijs-sw1152750.jpg,Toilet,"Creavit Wc-Zitting – grijs, inox",9,True,Toilet,0,Uncategorized - defaulted to toilet
Creavit Wc-Zitting - duroplast - softclose - quick release - Inox Scharnieren - Mat Cappuccino,Unknown,137.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/83f30f9ab7fb803aeed3be808b471d03.jpg/creavit-wc-zitting-duroplast-softclose-quick-release-inox-scharnieren-mat-cappuccino-sw1152715.jpg,Toilet,Creavit Wc-Zitting – inox,9,True,Toilet,0,Uncategorized - defaulted to toilet
Creavit Wc-Zitting - duroplast - softclose - quick release - Inox Scharnieren - Mat Basalt,Unknown,137.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/189ebdd7db8e6d066c6a55634b5f3350.jpg/creavit-wc-zitting-duroplast-softclose-quick-release-inox-scharnieren-mat-basalt-sw1152712.jpg,Toilet,Creavit Wc-Zitting – inox,9,False,Toilet,0,Uncategorized - defaulted to toilet
Creavit Wc-Zitting - duroplast - softclose - quick release - Inox Scharnieren - Berry,Unknown,150.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/4633a3ee8370e452a9df4a1ce6771197.jpg/creavit-wc-zitting-duroplast-softclose-quick-release-inox-scharnieren-berry-sw1152753.jpg,Toilet,Creavit Wc-Zitting – inox,9,False,Toilet,0,Uncategorized - defaulted to toilet
Creavit Wc-Zitting - duroplast - softclose - quick release - Inox Scharnieren - Mat Wit,Unknown,137.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/c47184da900d29d73677d7ab075a1dc9.jpg/creavit-wc-zitting-duroplast-softclose-quick-release-inox-scharnieren-mat-wit-sw1152724.jpg,Toilet,"Creavit Wc-Zitting – mat wit, wit",9,True,Toilet,0,Uncategorized - defaulted to toilet
Creavit Wc-Zitting - duroplast - softclose - quick release - Inox Scharnieren - Mat Zwart,Unknown,137.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/929e2fdae81619403c3292377081566c.jpg/creavit-wc-zitting-duroplast-softclose-quick-release-inox-scharnieren-mat-zwart-sw1152725.jpg,Toilet,"Creavit Wc-Zitting – mat zwart, zwart",9,True,Toilet,0,Uncategorized - defaulted to toilet
Crosswater Glide II Toiletbril - 46cm - softclose - quickrelease - wit,Crosswater,189.53,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/98de42dd856fc769ade77faaf3eaf364.jpg/crosswater-glide-ii-toiletbril-46cm-softclose-quickrelease-wit-sw876223.jpg,Toilet,Crosswater Glide II Toiletbril – wit,9,True,Toilet,100.0,Keyword match: 'toilet'
Crosswater Glide II Wandtoilet - 37x46x32.5cm - spoelrandloos - zonder zitting - glans wit,Crosswater,568.6,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/ca9f109121402a19fd85cffbd98e0006.jpg/crosswater-glide-ii-wandtoilet-37x46x32.5cm-spoelrandloos-zonder-zitting-glans-wit-sw765678.jpg,Toilet,Crosswater Glide II Wandtoilet – wit,9,True,Toilet,100.0,Keyword match: 'toilet'
Crosswater Glide II Wandtoilet - 37x46x32.5cm - spoelrandloos - zonder zitting - wit mat,Crosswater,821.32,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/ca9f109121402a19fd85cffbd98e0006.jpg/crosswater-glide-ii-wandtoilet-37x46x32.5cm-spoelrandloos-zonder-zitting-wit-mat-sw765679.jpg,Toilet,Crosswater Glide II Wandtoilet – wit,9,False,Toilet,100.0,Keyword match: 'toilet'
Crosswater KAI X wandcloset zonder zitting,Crosswater,224.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/b400cf3289b4e40093a7b7b475d22117.jpg/crosswater-kai-x-wandcloset-zonder-zitting-sw1000763.jpg,Toilet,Crosswater KAI X wandcloset zonder zitting,9,True,Toilet,100.0,Keyword match: 'closet'; Keyword match: 'wandcloset'
Differnz Toiletpot Duoblok Staand Achter Onder Onderuit Wit,Unknown,107.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/335f92801e3e959ce98b102a679b5f59.jpg/differnz-toiletpot-duoblok-staand-achter-onder-onderuit-wit-sw471268.jpg,Toilet,Differnz Toiletpot Duoblok Staand Achter Onder Onderuit Wit – wit,9,True,Toilet,100.0,Keyword match: 'toilet'
Duravit D Code staand bidet inclusief bevestiging wit,Duravit,106.81,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/913d667997d05fc1e26c4917ad08c680.jpg/duravit-d-code-staand-bidet-inclusief-bevestiging-wit-0315122.jpg,Bathtub,Duravit D Code staand bidet inclusief bevestiging wit – wit,9,True,Faucet,20.0,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit D-Neo staand toilet 37x65x40cm Wit Hoogglans,Duravit,297.07,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/20464debcba5deb8f288e18d54b03003.jpg/duravit-d-neo-staand-toilet-37x65x40cm-wit-hoogglans-sw640425.jpg,Toilet,Duravit D-Neo staand toilet 37x65x40cm Wit Hoogglans – wit,9,True,Toilet,75.0,Keyword match: 'toilet'; Premium brand: 'Duravit'
Duravit D-Neo wandclosetpack 37x54x40cm wit glans,Duravit,355.74,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/eec047f8a33e65552185589408e8dc0a.jpg/duravit-d-neo-wandclosetpack-37x54x40cm-wit-glans-sw544306.jpg,Toilet,Duravit D-Neo wandclosetpack 37x54x40cm wit glans – wit,9,True,Toilet,59.09090909090909,Keyword match: 'closet'; Keyword match: 'wandcloset'; Premium brand: 'Duravit'
Duravit D-Neo wandtoilet met zitting 37x48x40cm Wit Hoogglans,Duravit,346.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/20367048cc06df4842eaebe80d11262d.jpg/duravit-d-neo-wandtoilet-met-zitting-37x48x40cm-wit-hoogglans-sw544307.jpg,Toilet,Duravit D-Neo wandtoilet met zitting 37x48x40cm Wit Hoogglans – wit,9,True,Toilet,75.0,Keyword match: 'toilet'; Premium brand: 'Duravit'
Duravit D-Neo wandtoilet met zitting 37x54x40cm Wit Hoogglans,Duravit,299.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/6b73b396b637c105be5b3a9167a14514.jpg/duravit-d-neo-wandtoilet-met-zitting-37x54x40cm-wit-hoogglans-sw544305.jpg,Toilet,Duravit D-Neo wandtoilet met zitting 37x54x40cm Wit Hoogglans – wit,9,True,Toilet,75.0,Keyword match: 'toilet'; Premium brand: 'Duravit'
Duravit D-Neo wandtoilet zonder zitting 37x54x40cm Wit Hoogglans,Duravit,259.63,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/0c3ae4d6a9984c21791d60f8da2f066d.jpg/duravit-d-neo-wandtoilet-zonder-zitting-37x54x40cm-wit-hoogglans-sw640491.jpg,Toilet,Duravit D-Neo wandtoilet zonder zitting 37x54x40cm Wit Hoogglans – wit,9,True,Toilet,75.0,Keyword match: 'toilet'; Premium brand: 'Duravit'
Duravit D-code Closet - staand 735mm - diepspoel - horizontale - afv - zonder reservoir - wit,Duravit,120.76,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/b1b3bb618965422dcc6614e8d062a508.jpg/duravit-d-code-closet-staand-735mm-diepspoel-horizontale-afv-zonder-reservoir-wit-0315138.jpg,Toilet,Duravit D-code Closet – wit,9,True,Toilet,59.09090909090909,Keyword match: 'closet'; Keyword match: 'diepspoel'; Premium brand: 'Duravit'
Duravit D-code WC-zitting 44.3x35.9x5cm met softclose Kunststof wit Glanzend,Duravit,140.12,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/edf877d121b5d4bcc262a8e9b124f455.jpg/duravit-d-code-wc-zitting-44.3x35.9x5cm-met-softclose-kunststof-wit-glanzend-sw46981.jpg,Bathtub,Duravit D-code WC-zitting .9x5cm met softclose Kunststof wit Glanzend – wit,9,True,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit D-code WC-zitting 43x36x4cm compact Kunststof wit Glanzend,Duravit,64.73,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/edf877d121b5d4bcc262a8e9b124f455.jpg/duravit-d-code-wc-zitting-43x36x4cm-compact-kunststof-wit-glanzend-sw46980.jpg,Bathtub,Duravit D-code WC-zitting 43x36x4cm compact Kunststof wit Glanzend – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit D-code pack wandcloset met softclose zitting wit,Duravit,268.83,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/40dd687a1bb627a8d9cfcb03889850a4.jpg/duravit-d-code-pack-wandcloset-met-softclose-zitting-wit-sw104244.jpg,Toilet,Duravit D-code pack wandcloset met softclose zitting wit – wit,9,False,Toilet,59.09090909090909,Keyword match: 'closet'; Keyword match: 'wandcloset'; Premium brand: 'Duravit'
Duravit D-code wandclosetpack 359x405x545mm wit,Duravit,219.82,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/dfe56ebf67a74ad75d0fe650ce261681.jpg/duravit-d-code-wandclosetpack-359x405x545mm-wit-sw85521.jpg,Toilet,Duravit D-code wandclosetpack 359x405x545mm wit – wit,9,False,Toilet,59.09090909090909,Keyword match: 'closet'; Keyword match: 'wandcloset'; Premium brand: 'Duravit'
Duravit DuraStyle Basic WC-zitting 37.3x43x4.3cm met softclose Kunststof wit Glanzend,Duravit,121.76,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/d571c4c9f73b68d66aacc48be718b609.jpg/duravit-durastyle-basic-wc-zitting-37.3x43x4.3cm-met-softclose-kunststof-wit-glanzend-sw54216.jpg,Bathtub,Duravit DuraStyle Basic WC-zitting .3x43x4. met softclose Kunststof wit Glanzend – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit Duraplus Closetzitting Met Deksel Wit,Duravit,178.55,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/231d82bac207b46b9f3e1ef2936daf70.jpg/duravit-duraplus-closetzitting-met-deksel-wit-sw105806.jpg,Toilet,Duravit Duraplus Closetzitting Met Deksel Wit – wit,9,False,Toilet,50.0,Keyword match: 'closet'; Premium brand: 'Duravit'
Duravit Happy D.2 WC-zitting 43x35.9x4.3cm met softclose met quickrelease Kunststof wit Glanzend,Duravit,235.05,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/eb753a33beae1cb2f13d7cd670c1f6c5.jpg/duravit-happy-d.2-wc-zitting-43x35.9x4.3cm-met-softclose-met-quickrelease-kunststof-wit-glanzend-sw68372.jpg,Bathtub,Duravit Happy D.2 WC-zitting .. met softclose met quickrelease Kunststof wit Glanzend – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit ME by Starck WC-zitting - 43.8x37.4x4cm - compact - softclose - quickrelease - zijdemat wit,Duravit,196.26,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/356468b8c153e2517734c3d5b931b790.jpg/duravit-me-by-starck-wc-zitting-43.8x37.4x4cm-compact-softclose-quickrelease-zijdemat-wit-sw1204381.jpg,Bathtub,Duravit ME by Starck WC-zitting – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit ME by Starck urinoir spoelrandloos elektronisch met netvoeding zonder vlieg 30x35cm incl. complete sturing en bevestiging met wondergliss wit,Duravit,865.3,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/573f0e97820f66c15724d37836eae394.jpg/duravit-me-by-starck-urinoir-spoelrandloos-elektronisch-met-netvoeding-zonder-vlieg-30x35cm-incl.-complete-sturing-en-bevestiging-met-wondergliss-wit-sw84207.jpg,Toilet,Duravit ME by Starck urinoir spoelrandloos elektronisch met netvoeding zonder vlieg 30x35cm incl. complete sturing en bevestiging met wondergliss wit – wit,9,False,Toilet,26.47058823529412,Keyword match: 'urinoir'; Premium brand: 'Duravit'
Duravit ME by Starck wandclosetpack spoelrandloos 37x57cm Wondergliss met softclose closetzitting wit,Duravit,509.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/3a5fcf69890e18cc40386b4a33cee0a7.jpg/duravit-me-by-starck-wandclosetpack-spoelrandloos-37x57cm-wondergliss-met-softclose-closetzitting-wit-sw297039.jpg,Toilet,Duravit ME by Starck wandclosetpack spoelrandloos 37x57cm Wondergliss met softclose closetzitting wit – wit,9,False,Toilet,59.09090909090909,Keyword match: 'closet'; Keyword match: 'wandcloset'; Premium brand: 'Duravit'
Duravit Me by Starck Wandcloset - 37x48cm - verkort - spoelrandloos - diepspoel - glans wit,Duravit,350.9,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/b4015efa322fbe4420fbc5d73b8777b9.jpg/duravit-me-by-starck-wandcloset-37x48cm-verkort-spoelrandloos-diepspoel-glans-wit-0293436.jpg,Toilet,Duravit Me by Starck Wandcloset – wit,9,False,Toilet,65.38461538461539,Keyword match: 'closet'; Keyword match: 'wandcloset'; Keyword match: 'diepspoel'; Premium brand: 'Duravit'
Duravit SensoWash D-Neo douchewc compact rimless diepspoel 37.8x57.7cm met closetzitting wit,Duravit,1390.0,toiletten-alle,https://static.rorix.nl/image/product/galvano/400x400/D130001001579245.jpg/duravit-sensowash-d-neo-douchewc-compact-rimless-diepspoel-37.8x57.7cm-met-closetzitting-wit-sw962033.jpg,Toilet,Duravit SensoWash D-Neo douchewc compact rimless diepspoel . met closetzitting wit – wit,9,False,Toilet,59.09090909090909,Keyword match: 'closet'; Keyword match: 'diepspoel'; Premium brand: 'Duravit'
Duravit SensoWash Starck F Lite douchewc - 37.8x57.5cm - spoelrandloos - met closetzitting - glans wit,Duravit,2810.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/83775c520f9872eeef29cd3052f91c9e.jpg/duravit-sensowash-starck-f-lite-douchewc-37.8x57.5cm-spoelrandloos-met-closetzitting-glans-wit-sw420600.jpg,Toilet,Duravit SensoWash Starck F Lite douchewc – wit,9,False,Toilet,50.0,Keyword match: 'closet'; Premium brand: 'Duravit'
Duravit SensoWash Starck F Plus douchewc - 37.8x57.5cm - spoelrandloos - met closetzitting - Automatisch openen/sluiten van deksel - glans wit,Duravit,3450.48,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/83775c520f9872eeef29cd3052f91c9e.jpg/duravit-sensowash-starck-f-plus-douchewc-37.8x57.5cm-spoelrandloos-met-closetzitting-automatisch-openen-sluiten-van-deksel-glans-wit-sw420922.jpg,Toilet,Duravit SensoWash Starck F Plus douchewc – wit,9,False,Toilet,50.0,Keyword match: 'closet'; Premium brand: 'Duravit'
Duravit Starck 1 WC-zitting 45.3x42x4.2cm met softclose met quickrelease Kunststof wit Glanzend,Duravit,349.8,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/778ca5cba77a82c5adc580a34bcb9c63.jpg/duravit-starck-1-wc-zitting-45.3x42x4.2cm-met-softclose-met-quickrelease-kunststof-wit-glanzend-0290305.jpg,Bathtub,Duravit Starck 1 WC-zitting .3x42x4. met softclose met quickrelease Kunststof wit Glanzend – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit Starck 3 Vital WC-zitting 40.4x35x4.6cm compact Kunststof wit Glanzend,Duravit,108.1,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/bfb31f4d6def5dc13f0271a3c4c523d4.jpg/duravit-starck-3-vital-wc-zitting-40.4x35x4.6cm-compact-kunststof-wit-glanzend-0290133.jpg,Bathtub,Duravit Starck 3 Vital WC-zitting .4x35x4. compact Kunststof wit Glanzend – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit Starck 3 toiletset met Geberit inbouwreservoir toiletzitting met Saniclass softclose zitting en sigma01 bedieningsplaat wit,Geberit,604.99,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/58dcb426962be.jpg/duravit-starck-3-toiletset-met-geberit-inbouwreservoir-toiletzitting-met-saniclass-softclose-zitting-en-sigma01-bedieningsplaat-wit-sw791682.jpg,Toilet,Duravit Starck 3 toiletset met Geberit inbouwreservoir toiletzitting met Saniclass softclose zitting en sigma01 bedieningsplaat wit – wit,9,False,Toilet,82.35294117647058,Keyword match: 'toilet'; Premium brand: 'Geberit'; Brand known for 'Toilet'
Duravit Starck 3 wandcloset diepspoel Compact wit,Duravit,313.41,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/b5b6fc32999a0b0467c26ed098f14a68.jpg/duravit-starck-3-wandcloset-diepspoel-compact-wit-0314161.jpg,Toilet,Duravit Starck 3 wandcloset diepspoel Compact wit – wit,9,False,Toilet,65.38461538461539,Keyword match: 'closet'; Keyword match: 'wandcloset'; Keyword match: 'diepspoel'; Premium brand: 'Duravit'
Duravit Starck 3 wandcloset 54cm met spoelrand diepspoel wit,Duravit,384.96,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/e39dc5306751b9f6ed9412ab84b8e50d.jpg/duravit-starck-3-wandcloset-54cm-met-spoelrand-diepspoel-wit-ga69956.jpg,Toilet,Duravit Starck 3 wandcloset met spoelrand diepspoel wit – wit,9,False,Toilet,65.38461538461539,Keyword match: 'closet'; Keyword match: 'wandcloset'; Keyword match: 'diepspoel'; Premium brand: 'Duravit'
Duravit Starck 3 wandclosetpack diepspoel 36x54cm softclose zitting wit,Duravit,510.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/bb905503d0df9d7cbd05f427c838189b.jpg/duravit-starck-3-wandclosetpack-diepspoel-36x54cm-softclose-zitting-wit-sw85525.jpg,Toilet,Duravit Starck 3 wandclosetpack diepspoel 36x54cm softclose zitting wit – wit,9,False,Toilet,65.38461538461539,Keyword match: 'closet'; Keyword match: 'wandcloset'; Keyword match: 'diepspoel'; Premium brand: 'Duravit'
Duravit WC-zitting 43.1x37x4.3cm met softclose met quickrelease Kunststof wit,Duravit,225.5,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/5f63453885a08e30fd87d5ebe0b3d67b.jpg/duravit-wc-zitting-43.1x37x4.3cm-met-softclose-met-quickrelease-kunststof-wit-0295675.jpg,Bathtub,Duravit WC-zitting .1x37x4. met softclose met quickrelease Kunststof wit – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
Duravit WC-zitting 43.6x37x3.8cm Kunststof wit,Duravit,137.57,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/225869e0b753e3a7d3bfc52f32b99a63.jpg/duravit-wc-zitting-43.6x37x3.8cm-kunststof-wit-0305303.jpg,Bathtub,Duravit WC-zitting .6x37x3. Kunststof wit – wit,9,False,Toilet,28.57142857142857,Premium brand: 'Duravit'; Brand known for 'Bathtub'
GO by Van Marcke Gustav PACK staand toilet H uitgang 18 cm reservoir met Geberit spoelmechanisme porselein wit met dunne softclose en takeoff zitting,Geberit,193.9,toiletten-alle,https://static.rorix.nl/image/product/van-marcke/400x400/03e6f5187bf5ba27d2152ca36656ca62.jpg/go-by-van-marcke-gustav-pack-staand-toilet-h-uitgang-18-cm-reservoir-met-geberit-spoelmechanisme-porselein-wit-met-dunne-softclose-en-takeoff-zitting-sw288583.jpg,Toilet,GO by Van Marcke Gustav PACK staand toilet H uitgang reservoir met Geberit spoelmechanisme porselein wit met dunne softclose en takeoff zitting – wit,9,False,Toilet,82.35294117647058,Keyword match: 'toilet'; Premium brand: 'Geberit'; Brand known for 'Toilet'
GO by Van Marcke XComfort PACK staand toilet verhoogd 45 cm zonder spoelrand muuraansluiting H/PK 18 cm met dunne zitting softclose wit,Unknown,295.29,toiletten-alle,https://static.rorix.nl/image/product/van-marcke/400x400/1ff27cd56e2a481c5078d442f7184560.jpg/go-by-van-marcke-xcomfort-pack-staand-toilet-verhoogd-45-cm-zonder-spoelrand-muuraansluiting-h-pk-18-cm-met-dunne-zitting-softclose-wit-sw646810.jpg,Toilet,GO by Van Marcke XComfort PACK staand toilet verhoogd zonder spoelrand muuraansluiting H/PK met dunne zitting softclose wit – wit,9,False,Toilet,100.0,Keyword match: 'toilet'
GO by Van Marcke wandtoilet - 53x36x35cm - met softclose & quickrelease zitting - porselein mat latte,Unknown,438.68,toiletten-alle,https://static.rorix.nl/image/product/van-marcke/400x400/75ddb484dff1776d2042d342fa01f0bb.jpg/go-by-van-marcke-wandtoilet-53x36x35cm-met-softclose-quickrelease-zitting-porselein-mat-latte-sw1009738.jpg,Toilet,GO by Van Marcke wandtoilet,9,False,Toilet,100.0,Keyword match: 'toilet'
GO by Van Marcke wandtoilet - 53x36x35cm - met softclose & quickrelease zitting - porselein mat antraciet,Unknown,345.99,toiletten-alle,https://static.rorix.nl/image/product/van-marcke/400x400/304dc4efa08888b579363768ac0226c0.jpg/go-by-van-marcke-wandtoilet-53x36x35cm-met-softclose-quickrelease-zitting-porselein-mat-antraciet-sw1009752.jpg,Toilet,GO by Van Marcke wandtoilet – antraciet,9,False,Toilet,100.0,Keyword match: 'toilet'
GROHE Sensia Arena Douche WC set - inbouwreservoir geintegreerde netspanning- en douchewc aansluiting - diepspoel - spoelrandloos - met zitting - glans wit,Grohe,2093.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/ce704c4a208c9a345e722e3ac3009526.jpg/grohe-sensia-arena-douche-wc-set-inbouwreservoir-geintegreerde-netspanning-en-douchewc-aansluiting-diepspoel-spoelrandloos-met-zitting-glans-wit-sw1017086.jpg,Toilet,GROHE Sensia Arena Douche WC set – wit,9,False,Toilet,90,Shower toilet = toilet category
Geberit AquaClean Mera Classic Douche WC - geurafzuiging - warme luchtdroging - ladydouche - softclose - glans wit,Geberit,3328.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/fd8beef5790e0b8f80c33fb642032ab9.jpg/geberit-aquaclean-mera-classic-douche-wc-geurafzuiging-warme-luchtdroging-ladydouche-softclose-glans-wit-sw87549.jpg,Toilet,Geberit AquaClean Mera Classic Douche WC – wit,9,False,Toilet,90,Shower toilet = toilet category
Geberit AquaClean Mera Comfort Douche WC - geurafzuiging - warme luchtdroging - ladydouche - softclose - wandbediening glans wit,Geberit,4296.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/5b8724a5e5f71ba1d64068bb559b27b5.jpg/geberit-aquaclean-mera-comfort-douche-wc-geurafzuiging-warme-luchtdroging-ladydouche-softclose-wandbediening-glans-wit-sw809493.jpg,Toilet,Geberit AquaClean Mera Comfort Douche WC – wit,9,False,Toilet,90,Shower toilet = toilet category
Geberit AquaClean Tuma Comfort Douchewc - spoelrandloos- wand - glans wit,Geberit,2229.33,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/bc2022e1c81b04fd28a6aefc72774ba4.jpg/geberit-aquaclean-tuma-comfort-douchewc-spoelrandloos-wand-glans-wit-sw87551.jpg,Toilet,Geberit AquaClean Tuma Comfort Douchewc – wit,9,False,Toilet,40.0,Premium brand: 'Geberit'; Brand known for 'Toilet'
Geberit Aquaclean Sela Douche Wc - 37.5x56.5cm - softclose - keratect - alpine wit,Geberit,2249.0,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/8c5dc2250704a6d225ecb7f6082f996f.jpg/geberit-aquaclean-sela-douche-wc-37.5x56.5cm-softclose-keratect-alpine-wit-sw258981.jpg,Toilet,Geberit Aquaclean Sela Douche Wc – wit,9,False,Toilet,90,Shower toilet = toilet category
Geberit 300 Basic closetzitting met deksel standaard wit,Geberit,38.95,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/313a95e0577cc43c1ca27dd8aec9eadb.jpg/geberit-300-basic-closetzitting-met-deksel-standaard-wit-sw417741.jpg,Toilet,Geberit Basic closetzitting met deksel standaard wit – wit,9,False,Toilet,60.86956521739131,Keyword match: 'closet'; Premium brand: 'Geberit'; Brand known for 'Toilet'
Geberit 300 Basic wandclosetpack diepspoel rimfree 37x53cm met softclose closetzitting wit,Geberit,315.61,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/9ba9de73580ab23eb64b32d769c87a73.jpg/geberit-300-basic-wandclosetpack-diepspoel-rimfree-37x53cm-met-softclose-closetzitting-wit-sw398922.jpg,Toilet,Geberit Basic wandclosetpack diepspoel rimfree 37x53cm met softclose closetzitting wit – wit,9,False,Toilet,70.96774193548387,Keyword match: 'closet'; Keyword match: 'wandcloset'; Keyword match: 'diepspoel'; Premium brand: 'Geberit'; Brand known for 'Toilet'
Geberit 280 Basic wandclosetpack met wandcloset diepspoel 36x53cm met closetzitting met deksel wit,Geberit,178.52,toiletten-alle,https://static.rorix.nl/image/product/overig/400x400/1dbeac687b9aaef5f4396e4699a7cced.jpg/geberit-280-basic-wandclosetpack-met-wandcloset-diepspoel-36x53cm-met-closetzitting-met-deksel-wit-sw398939.jpg,Toilet,Geberit Basic wandclosetpack met wandcloset diepspoel 36x53cm met closetzitting met deksel wit – wit,9,False,Toilet,70.96774193548387,Keyword match: 'closet'; Keyword match: 'wandcloset'; Keyword match: 'diepspoel'; Premium brand: 'Geberit'; Brand known for 'Toilet'
Geberit Bastia Closetzitting - bevestiging van onderen - wit,Geberit,40.68,toiletten-alle,https://static.rorix.nl/image/product/galvano/400x400/D130001001553599.jpg/geberit-bastia-closetzitting-bevestiging-van-onderen-wit-sw878497.jpg,Toilet,Geberit Bastia Closetzitting – wit,9,False,Toilet,60.86956521739131,Keyword match: 'closet'; Premium brand: 'Geberit'; Brand known for 'Toilet'
